id,name,kind,domain,file,entry_point,predicts,inputs_tables,inputs_features,upstream_models,technique,evaluation_harness,tests,measured_results,known_failures,improvement_options,status,point_in_time_safe,reads_closing_market,last_verified,entry_note,source_file
"availability","Injury availability","component","spread","server/services/nfl-ensemble.js","server/services/nfl-ensemble.js:674","margin (home-away unavailable playing-time share, calibrated)","in-memory context object `c` built by ensembleLine() from game_lines/nfl_team_week_features/etc; see inputs_features","official injury report; c.avail map; optional c.cal.availability {b0,b1} calibration","none directly; consumed by nfl-ensemble.js ensembleLine()/jointComponentWeights/jointResidualFit","ols","fitEnsemble() residual gate + nfl-replay.js walk-forward (server/services/nfl-ensemble.js:~1900)","unknown (not found)","unmeasured (component-level p-value not isolated in evidence; family-level: 0/848 fit artifacts ever passed the residual gate, docs/betting-model/plans/LATEST-PLAN.md — Section B (Models — are they sharp?))","none found","unknown (not found)","challenger","partial — context c is built per (season,week) from prior data by ensembleLine's own cutoff handling; not independently verified per component","no","2026-09-16","","rows-spread-forecasters.csv"
"colley","Colley (wins only)","component","spread","server/services/nfl-ensemble.js","server/services/nfl-ensemble.js:765","margin ((home-away Colley rating)*55 + hfa)","in-memory context object `c` built by ensembleLine() from game_lines/nfl_team_week_features/etc; see inputs_features","c.colley map (wins-only rating solved elsewhere in file)","none directly; consumed by nfl-ensemble.js ensembleLine()/jointComponentWeights/jointResidualFit","rule","fitEnsemble() residual gate + nfl-replay.js walk-forward (server/services/nfl-ensemble.js:~1900)","unknown (not found)","unmeasured (component-level p-value not isolated in evidence; family-level: 0/848 fit artifacts ever passed the residual gate, docs/betting-model/plans/LATEST-PLAN.md — Section B (Models — are they sharp?))","none found","unknown (not found)","live","partial — context c is built per (season,week) from prior data by ensembleLine's own cutoff handling; not independently verified per component","no","2026-09-16","","rows-spread-forecasters.csv"
"drive_eff","Drive scoring differential","component","spread","server/services/nfl-ensemble.js","server/services/nfl-ensemble.js:884","margin (diffModel on off_dsr/def_dsr net, scale 60)","in-memory context object `c` built by ensembleLine() from game_lines/nfl_team_week_features/etc; see inputs_features","c.feat .off_dsr/.def_dsr","none directly; consumed by nfl-ensemble.js ensembleLine()/jointComponentWeights/jointResidualFit","rule","fitEnsemble() residual gate + nfl-replay.js walk-forward (server/services/nfl-ensemble.js:~1900)","unknown (not found)","unmeasured (component-level p-value not isolated in evidence; family-level: 0/848 fit artifacts ever passed the residual gate, docs/betting-model/plans/LATEST-PLAN.md — Section B (Models — are they sharp?))","none found","unknown (not found)","live","partial — context c is built per (season,week) from prior data by ensembleLine's own cutoff handling; not independently verified per component","no","2026-09-16","","rows-spread-forecasters.csv"
"dynamic_state","Dynamic offense / defense state","component","spread","server/services/nfl-ensemble.js","server/services/nfl-ensemble.js:804","margin AND total (home/away offense+defense_allowed latent state + hfa split)","in-memory context object `c` built by ensembleLine() from game_lines/nfl_team_week_features/etc; see inputs_features","c.dynamic.state map, c.dynamic.league_points","none directly; consumed by nfl-ensemble.js ensembleLine()/jointComponentWeights/jointResidualFit","heuristic","fitEnsemble() residual gate + nfl-replay.js walk-forward (server/services/nfl-ensemble.js:~1900)","unknown (not found)","raw p=0.4365 (one-at-a-time residual diagnostic), Holm-corrected to 1.0, family_size=32 pass_count=0 (docs/evidence/2026-09-16/residual-gate-holm-correction.txt)","none found","unknown (not found)","live","partial — context c is built per (season,week) from prior data by ensembleLine's own cutoff handling; not independently verified per component","no","2026-09-16","","rows-spread-forecasters.csv"
"early_down_eff","Early-down efficiency","component","spread","server/services/nfl-ensemble.js","server/services/nfl-ensemble.js:834","margin (diffModel on off_early_epa/def_early_epa net, scale 60)","in-memory context object `c` built by ensembleLine() from game_lines/nfl_team_week_features/etc; see inputs_features","c.feat .off_early_epa/.def_early_epa","none directly; consumed by nfl-ensemble.js ensembleLine()/jointComponentWeights/jointResidualFit","rule","fitEnsemble() residual gate + nfl-replay.js walk-forward (server/services/nfl-ensemble.js:~1900)","unknown (not found)","unmeasured (component-level p-value not isolated in evidence; family-level: 0/848 fit artifacts ever passed the residual gate, docs/betting-model/plans/LATEST-PLAN.md — Section B (Models — are they sharp?))","none found","unknown (not found)","challenger","partial — context c is built per (season,week) from prior data by ensembleLine's own cutoff handling; not independently verified per component","no","2026-09-16","","rows-spread-forecasters.csv"
"epa_net","Net EPA per play","component","spread","server/services/nfl-ensemble.js","server/services/nfl-ensemble.js:817","margin (diffModel on net_epa feature, scale 65)","in-memory context object `c` built by ensembleLine() from game_lines/nfl_team_week_features/etc; see inputs_features","c.feat team-week features .net_epa","none directly; consumed by nfl-ensemble.js ensembleLine()/jointComponentWeights/jointResidualFit","rule","fitEnsemble() residual gate + nfl-replay.js walk-forward (server/services/nfl-ensemble.js:~1900)","unknown (not found)","unmeasured (component-level p-value not isolated in evidence; family-level: 0/848 fit artifacts ever passed the residual gate, docs/betting-model/plans/LATEST-PLAN.md — Section B (Models — are they sharp?))","R²=0.990 vs pass_eff_matchup (r=0.908); retired from live blend 2026-09-16 (docs/betting-model/plans/LATEST-PLAN.md — Effective rank result)","unknown (not found)","challenger","partial — context c is built per (season,week) from prior data by ensembleLine's own cutoff handling; not independently verified per component","no","2026-09-16","","rows-spread-forecasters.csv"
"epa_neutral","EPA, garbage time removed","component","spread","server/services/nfl-ensemble.js","server/services/nfl-ensemble.js:826","margin (diffModel on off_epa_nwp - def_epa_nwp, scale 65)","in-memory context object `c` built by ensembleLine() from game_lines/nfl_team_week_features/etc; see inputs_features","c.feat .off_epa_nwp/.def_epa_nwp (non-garbage-time EPA)","none directly; consumed by nfl-ensemble.js ensembleLine()/jointComponentWeights/jointResidualFit","rule","fitEnsemble() residual gate + nfl-replay.js walk-forward (server/services/nfl-ensemble.js:~1900)","unknown (not found)","unmeasured (component-level p-value not isolated in evidence; family-level: 0/848 fit artifacts ever passed the residual gate, docs/betting-model/plans/LATEST-PLAN.md — Section B (Models — are they sharp?))","none found","unknown (not found)","live","partial — context c is built per (season,week) from prior data by ensembleLine's own cutoff handling; not independently verified per component","no","2026-09-16","","rows-spread-forecasters.csv"
"explosive","Explosive play differential","component","spread","server/services/nfl-ensemble.js","server/services/nfl-ensemble.js:879","margin (diffModel on off_expl/def_expl net, scale 200)","in-memory context object `c` built by ensembleLine() from game_lines/nfl_team_week_features/etc; see inputs_features","c.feat .off_expl/.def_expl","none directly; consumed by nfl-ensemble.js ensembleLine()/jointComponentWeights/jointResidualFit","rule","fitEnsemble() residual gate + nfl-replay.js walk-forward (server/services/nfl-ensemble.js:~1900)","unknown (not found)","unmeasured (component-level p-value not isolated in evidence; family-level: 0/848 fit artifacts ever passed the residual gate, docs/betting-model/plans/LATEST-PLAN.md — Section B (Models — are they sharp?))","none found","unknown (not found)","live","partial — context c is built per (season,week) from prior data by ensembleLine's own cutoff handling; not independently verified per component","no","2026-09-16","","rows-spread-forecasters.csv"
"explosive_pass","Explosive-pass asymmetry","component","spread","server/services/nfl-ensemble.js","server/services/nfl-ensemble.js:849","margin (diffModel on off_expl_pass/def_expl_pass net, scale 160)","in-memory context object `c` built by ensembleLine() from game_lines/nfl_team_week_features/etc; see inputs_features","c.feat .off_expl_pass/.def_expl_pass","none directly; consumed by nfl-ensemble.js ensembleLine()/jointComponentWeights/jointResidualFit","rule","fitEnsemble() residual gate + nfl-replay.js walk-forward (server/services/nfl-ensemble.js:~1900)","unknown (not found)","unmeasured (component-level p-value not isolated in evidence; family-level: 0/848 fit artifacts ever passed the residual gate, docs/betting-model/plans/LATEST-PLAN.md — Section B (Models — are they sharp?))","none found","unknown (not found)","challenger","partial — context c is built per (season,week) from prior data by ensembleLine's own cutoff handling; not independently verified per component","no","2026-09-16","","rows-spread-forecasters.csv"
"field_position","Starting field-position edge","component","spread","server/services/nfl-ensemble.js","server/services/nfl-ensemble.js:864","margin (diffModel on off_drive_start/def_drive_start net, scale 0.7)","in-memory context object `c` built by ensembleLine() from game_lines/nfl_team_week_features/etc; see inputs_features","c.feat .off_drive_start/.def_drive_start","none directly; consumed by nfl-ensemble.js ensembleLine()/jointComponentWeights/jointResidualFit","rule","fitEnsemble() residual gate + nfl-replay.js walk-forward (server/services/nfl-ensemble.js:~1900)","unknown (not found)","unmeasured (component-level p-value not isolated in evidence; family-level: 0/848 fit artifacts ever passed the residual gate, docs/betting-model/plans/LATEST-PLAN.md — Section B (Models — are they sharp?))","R²=0.998 vs availability (r=0.999); retired from live blend 2026-09-16 (docs/betting-model/plans/LATEST-PLAN.md — Effective rank result)","unknown (not found)","challenger","partial — context c is built per (season,week) from prior data by ensembleLine's own cutoff handling; not independently verified per component","no","2026-09-16","","rows-spread-forecasters.csv"
